Date,Daily_Ridership
3/28/23,413749
3/29/23,412018
3/30/23,411884
3/31/23,361087
4/1/23,288830
4/2/23,259889
4/3/23,359116
4/4/23,425986
4/5/23,416436
4/6/23,372216
4/7/23,347028
4/8/23,274183
4/9/23,174054
4/10/23,324821
4/11/23,387892
4/12/23,398497
4/13/23,411888
4/14/23,364815
4/15/23,284430
4/16/23,217933
4/17/23,301347
4/18/23,379325
4/19/23,392980
4/20/23,370820
4/21/23,330808
4/22/23,190735
4/23/23,166166
4/24/23,315049
4/25/23,376012
4/26/23,384260
4/27/23,380033
4/28/23,287426
4/29/23,256496
4/30/23,149397
5/1/23,321691
5/2/23,373277
5/3/23,381310
5/4/23,374797
5/5/23,331546
5/6/23,260787
5/7/23,166430
5/8/23,317005
5/9/23,374357
5/10/23,387615
5/11/23,380966
5/12/23,356594
5/13/23,241047
5/14/23,195554
5/15/23,332856
5/16/23,396360
5/17/23,400465
5/18/23,390636
5/19/23,366486
5/20/23,280711
5/21/23,210069
5/22/23,336557
5/23/23,418545
5/24/23,408529
5/25/23,382876
5/26/23,325677
5/27/23,235567
5/28/23,207576
5/29/23,178566
5/30/23,372523
5/31/23,395672
6/1/23,389812
6/2/23,374069
6/3/23,252744
6/4/23,198966
6/5/23,345204
6/6/23,425397
6/7/23,423007
6/8/23,378917
6/9/23,342928
6/10/23,320905
6/11/23,223770
6/12/23,332102
6/13/23,419516
6/14/23,426100
6/15/23,402587
6/16/23,349341
6/17/23,275667
6/18/23,203960
6/19/23,228110
6/20/23,398529
6/21/23,388611
6/22/23,389835
6/23/23,323178
6/24/23,281584
6/25/23,190100
6/26/23,321699
6/27/23,390564
6/28/23,406697
6/29/23,386879
6/30/23,328605
7/1/23,236038
7/2/23,208598
7/3/23,315623
7/4/23,412648
7/5/23,371876
7/6/23,380662
7/7/23,347516
7/8/23,263184
7/9/23,182249
7/10/23,338214
7/11/23,409419
7/12/23,410132
7/13/23,402612
7/14/23,343964
7/15/23,249385
7/16/23,187590
7/17/23,344425
7/18/23,418163
7/19/23,420143
7/20/23,410891
7/21/23,376813
7/22/23,274190
7/23/23,207123
7/24/23,342316
7/25/23,406920
7/26/23,417078
7/27/23,384730
7/28/23,344077
7/29/23,247913
7/30/23,205476
7/31/23,334482
8/1/23,394351
8/2/23,396287
8/3/23,374394
8/4/23,339521
8/5/23,242834
8/6/23,187667
8/7/23,311624
8/8/23,374128
8/9/23,374850
8/10/23,348783
8/11/23,329044
8/12/23,247001
8/13/23,177228
8/14/23,290960
8/15/23,360061
8/16/23,374369
8/17/23,363144
8/18/23,328354
8/19/23,246456
8/20/23,172471
8/21/23,306554
8/22/23,363157
8/23/23,365825
8/24/23,349552
8/25/23,306928
8/26/23,239676
8/27/23,177219
8/28/23,311487
8/29/23,373584
8/30/23,378294
8/31/23,377987
9/1/23,340493
9/2/23,265022
9/3/23,212049
9/4/23,168834
9/5/23,384479
9/6/23,400022
9/7/23,383285
9/8/23,353195
9/9/23,234126
9/10/23,185881
9/11/23,353004
9/12/23,421634
9/13/23,430723
9/14/23,417500
9/15/23,362293
9/16/23,263893
9/17/23,169710
9/18/23,359713
9/19/23,433857
9/20/23,447613
9/21/23,437325
9/22/23,387956
9/23/23,197011
9/24/23,202529
9/25/23,354530
9/26/23,427467
9/27/23,439622
9/28/23,432355
9/29/23,391960
9/30/23,308769
10/1/23,204737
10/2/23,354550
10/3/23,423690
10/4/23,428787
10/5/23,423704
10/6/23,364932
10/7/23,260060
10/8/23,223368
10/9/23,259566
10/10/23,429276
10/11/23,440841
10/12/23,427467
10/13/23,380962
10/14/23,232923
10/15/23,205164
10/16/23,366515
10/17/23,426390
10/18/23,440477
10/19/23,425491
10/20/23,372685
10/21/23,275685
10/22/23,189044
10/23/23,373819
10/24/23,444537
10/25/23,442390
10/26/23,431436
10/27/23,391918
10/28/23,285798
10/29/23,280200
10/30/23,370271
10/31/23,410490
11/1/23,427835
11/2/23,426195
11/3/23,357118
11/4/23,333177
11/5/23,193580
11/6/23,360834
11/7/23,426894
11/8/23,443202
11/9/23,425338
11/10/23,288463
11/11/23,261996
11/12/23,193797
11/13/23,365880
11/14/23,564377
11/15/23,449157
11/16/23,425582
11/17/23,368597
11/18/23,245325
11/19/23,175108
11/20/23,338682
11/21/23,320186
11/22/23,294756
11/23/23,98717
11/24/23,229779
11/25/23,196460
11/26/23,147216
11/27/23,333446
11/28/23,389958
11/29/23,394151
11/30/23,406502
12/1/23,338335
12/2/23,266008
12/3/23,179072
12/4/23,345430
12/5/23,415353
12/6/23,426317
12/7/23,415656
12/8/23,358829
12/9/23,262990
12/10/23,137365
12/11/23,341227
12/12/23,411120
12/13/23,422989
12/14/23,414262
12/15/23,358513
12/16/23,266920
12/17/23,146140
12/18/23,295866
12/19/23,333175
12/20/23,322285
12/21/23,284356
12/22/23,235114
12/23/23,164757
12/24/23,101840
12/25/23,65261
12/26/23,185370
12/27/23,206874
12/28/23,254965
12/29/23,248048
12/30/23,198454
12/31/23,183060
1/1/24,107082
1/2/24,285044
1/3/24,343723
1/4/24,332538
1/5/24,300225
1/6/24,145685
1/7/24,160111
1/8/24,323799
1/9/24,330677
1/10/24,393620
1/11/24,390910
1/12/24,297905
1/13/24,241681
1/14/24,149764
1/15/24,162202
1/16/24,179388
1/17/24,345527
1/18/24,404687
1/19/24,236441
1/20/24,202740
1/21/24,154981
1/22/24,328633
1/23/24,409367
1/24/24,418101
1/25/24,395688
1/26/24,344316
1/27/24,239371
1/28/24,155048
1/29/24,335873
1/30/24,409147
1/31/24,416425
2/1/24,399901
2/2/24,341149
2/3/24,221649
2/4/24,166535
2/5/24,337974
2/6/24,421283
2/7/24,423627
2/8/24,401948
2/9/24,342182
2/10/24,247704
2/11/24,169947
2/12/24,333785
2/13/24,397530
2/14/24,424170
2/15/24,396617
2/16/24,327404
2/17/24,220632
2/18/24,188469
2/19/24,212116
2/20/24,407558
2/21/24,416179
2/22/24,406061
2/23/24,335027
2/24/24,233525
2/25/24,169496
2/26/24,353798
2/27/24,422330
2/28/24,410410
2/29/24,408533
3/1/24,360968
3/2/24,216796
3/3/24,196613
3/4/24,353199
3/5/24,424731
3/6/24,433724
3/7/24,432704
3/8/24,375159
3/9/24,234873
3/10/24,192257
3/11/24,358989
3/12/24,455615
3/13/24,474585
3/14/24,461387
3/15/24,377987
3/16/24,366269
3/17/24,235834
3/18/24,382020
3/19/24,463255
3/20/24,498320
3/21/24,467585
3/22/24,428788
3/23/24,264202
3/24/24,311258
3/25/24,429718
3/26/24,495113
3/27/24,444318
3/28/24,437480
3/29/24,430535
3/30/24,386791
3/31/24,231879
4/1/24,399520
4/2/24,456903
4/3/24,453654
4/4/24,490368
4/5/24,425800
4/6/24,327590
4/7/24,264310
4/8/24,366793
4/9/24,448692
4/10/24,457324
4/11/24,433734
4/12/24,386692
4/13/24,327536
4/14/24,237820
4/15/24,374760
4/16/24,434483
4/17/24,442953
4/18/24,438510
4/19/24,381086
4/20/24,352697
4/21/24,197898
4/22/24,361250
4/23/24,455659
4/24/24,463002
4/25/24,464811
4/26/24,398151
4/27/24,263956
4/28/24,231866
4/29/24,361931
4/30/24,439146
5/1/24,449466
5/2/24,433521
5/3/24,387301
5/4/24,251851
5/5/24,188183
5/6/24,357526
5/7/24,463407
5/8/24,473597
5/9/24,425840
5/10/24,352510
5/11/24,262714
5/12/24,185009
5/13/24,375812
5/14/24,439483
5/15/24,450993
5/16/24,452672
5/17/24,378327
5/18/24,241903
5/19/24,219848
5/20/24,388833
5/21/24,467680
5/22/24,459999
5/23/24,413817
5/24/24,368762
5/25/24,283758
5/26/24,243424
5/27/24,185054
5/28/24,417994
5/29/24,433264
5/30/24,437918
5/31/24,373692
6/1/24,255733
6/2/24,193266
6/3/24,383766
6/4/24,457486
6/5/24,452764
6/6/24,463605
6/7/24,430068
6/8/24,418090
6/9/24,259311
6/10/24,380194
6/11/24,466355
6/12/24,483383
6/13/24,445217
6/14/24,398629
6/15/24,282260
6/16/24,204205
6/17/24,360903
6/18/24,449543
6/19/24,280155
6/20/24,422006
6/21/24,351843
6/22/24,274565
6/23/24,187022
6/24/24,358226
6/25/24,437883
6/26/24,443068
6/27/24,443381
6/28/24,374427
6/29/24,265971
6/30/24,185758
7/1/24,378765
7/2/24,432720
7/3/24,428299
7/4/24,447153
7/5/24,313043
7/6/24,237829
7/7/24,187547
7/8/24,359294
7/9/24,421242
7/10/24,418495
7/11/24,421484
7/12/24,350458
7/13/24,282301
7/14/24,187568
7/15/24,346412
7/16/24,419149
7/17/24,413210
7/18/24,420398
7/19/24,382258
7/20/24,282067
7/21/24,208416
7/22/24,353581
7/23/24,444935
7/24/24,448390
7/25/24,427639
7/26/24,363000
7/27/24,277256
7/28/24,200180
7/29/24,370811
7/30/24,416428
7/31/24,413098
8/1/24,405109
8/2/24,369006
8/3/24,256145
8/4/24,198881
8/5/24,337413
8/6/24,410467
8/7/24,399034
8/8/24,361123
8/9/24,288433
8/10/24,242980
8/11/24,192347
8/12/24,321350
8/13/24,388721
8/14/24,391288
8/15/24,378809
8/16/24,327719
8/17/24,230878
8/18/24,179297
8/19/24,319020
8/20/24,403268
8/21/24,405128
8/22/24,384758
8/23/24,339421
8/24/24,268982
8/25/24,195850
8/26/24,355460
8/27/24,432653
8/28/24,421938
8/29/24,392202
8/30/24,343824
8/31/24,258077
9/1/24,228259
9/2/24,182939
9/3/24,409778
9/4/24,427747
9/5/24,421953
9/6/24,357576
9/7/24,274656
9/8/24,194900
9/9/24,377818
9/10/24,464722
9/11/24,469335
9/12/24,461476
9/13/24,402285
9/14/24,308296
9/15/24,230401
9/16/24,381647
9/17/24,462601
9/18/24,459840
9/19/24,471539
9/20/24,396833
9/21/24,291368
9/22/24,193159
9/23/24,380610
9/24/24,470885
9/25/24,473620
9/26/24,457106
9/27/24,395071
9/28/24,330528
9/29/24,209949
9/30/24,377715
10/1/24,448908
10/2/24,457373
10/3/24,442591
10/4/24,388095
10/5/24,289335
10/6/24,212635
10/7/24,392679
10/8/24,472871
10/9/24,480364
10/10/24,454923
10/11/24,390439
10/12/24,317734
10/13/24,257021
10/14/24,277442
10/15/24,485498
10/16/24,487716
10/17/24,476077
10/18/24,419435
10/19/24,314357
10/20/24,232998
10/21/24,397125
10/22/24,472159
10/23/24,492606
10/24/24,478826
10/25/24,407726
10/26/24,304734
10/27/24,316042
10/28/24,396178
10/29/24,530842
10/30/24,483739
10/31/24,445238
11/1/24,376747
11/2/24,284963
11/3/24,194590
11/4/24,376138
11/5/24,381359
11/6/24,408448
11/7/24,429469
11/8/24,384767
11/9/24,270380
11/10/24,221211
11/11/24,269412
11/12/24,457605
11/13/24,479981
11/14/24,448154
11/15/24,382808
11/16/24,268446
11/17/24,193291
11/18/24,385109
11/19/24,468098
11/20/24,467087
11/21/24,459466
11/22/24,364155
11/23/24,261927
11/24/24,192193
11/25/24,359110
11/26/24,385639
11/27/24,306301
11/28/24,94258
11/29/24,240997
11/30/24,205494
12/1/24,182573
12/2/24,356826
12/3/24,458020
12/4/24,455181
12/5/24,452261
12/6/24,371539
12/7/24,293173
12/8/24,224376
12/9/24,386020
12/10/24,484112
12/11/24,465734
12/12/24,489415
12/13/24,411318
12/14/24,329027
12/15/24,195341
12/16/24,363614
12/17/24,457981
12/18/24,433100
12/19/24,413530
12/20/24,330521
12/21/24,204002
12/22/24,170401
12/23/24,256436
12/24/24,150711
12/25/24,61690
12/26/24,206840
12/27/24,239847
12/28/24,174125
12/29/24,168612
12/30/24,275401
12/31/24,284221
